source,target,weight,phase,type,sync_component
2_2008,48_2008,1.0,2008,sync,-1
14_2011,1_2011,1.0,2011,sync,-1
1_2011,32_2011,1.0,2011,sync,-1
1_2011,40_2011,1.0,2011,sync,-1
43_2011,4_2011,1.0,2011,sync,-1
30_2011,4_2011,1.0,2011,sync,-1
40_2011,4_2011,1.0,2011,sync,-1
5_2011,9_2011,1.0,2011,sync,-1
10_2011,40_2011,1.0,2011,sync,-1
11_2011,38_2011,1.0,2011,sync,-1
12_2011,37_2011,1.0,2011,sync,-1
14_2011,28_2011,1.0,2011,sync,-1
16_2011,42_2011,1.0,2011,sync,-1
16_2011,44_2011,1.0,2011,sync,-1
22_2011,48_2011,1.0,2011,sync,-1
27_2011,34_2011,1.0,2011,sync,-1
28_2011,38_2011,1.0,2011,sync,-1
28_2011,7_2011,1.0,2011,sync,-1
29_2011,9_2011,1.0,2011,sync,-1
30_2011,32_2011,1.0,2011,sync,-1
30_2011,39_2011,1.0,2011,sync,-1
30_2011,40_2011,1.0,2011,sync,-1
14_2011,30_2011,1.0,2011,sync,-1
31_2011,43_2011,1.0,2011,sync,-1
31_2011,4_2011,1.0,2011,sync,-1
35_2011,38_2011,1.0,2011,sync,-1
38_2011,7_2011,1.0,2011,sync,-1
39_2011,40_2011,1.0,2011,sync,-1
32_2011,39_2011,1.0,2011,sync,-1
32_2011,40_2011,1.0,2011,sync,-1
43_2011,8_2011,1.0,2011,sync,-1
42_2011,44_2011,1.0,2011,sync,-1
46_2011,7_2011,1.0,2011,sync,-1
38_2011,46_2011,1.0,2011,sync,-1
11_2011,46_2011,1.0,2011,sync,-1
43_2011,47_2011,1.0,2011,sync,-1
12_2011,47_2011,1.0,2011,sync,-1
21_2011,48_2011,1.0,2011,sync,-1
24_2011,49_2011,1.0,2011,sync,-1
1_2014,30_2014,1.0,2014,sync,-1
1_2014,40_2014,1.0,2014,sync,-1
3_2014,44_2014,1.0,2014,sync,-1
43_2014,4_2014,1.0,2014,sync,-1
16_2014,36_2014,1.0,2014,sync,-1
16_2014,3_2014,1.0,2014,sync,-1
24_2014,31_2014,1.0,2014,sync,-1
28_2014,3_2014,1.0,2014,sync,-1
31_2014,43_2014,1.0,2014,sync,-1
31_2014,4_2014,1.0,2014,sync,-1
30_2014,36_2014,1.0,2014,sync,-1
1_2014,36_2014,1.0,2014,sync,-1
37_2014,42_2014,1.0,2014,sync,-1
39_2014,40_2014,1.0,2014,sync,-1
42_2014,44_2014,1.0,2014,sync,-1
42_2014,8_2014,1.0,2014,sync,-1
43_2014,8_2014,1.0,2014,sync,-1
1_2017,30_2017,1.0,2017,sync,-1
1_2017,39_2017,1.0,2017,sync,-1
1_2017,40_2017,1.0,2017,sync,-1
25_2017,2_2017,1.0,2017,sync,-1
16_2017,3_2017,1.0,2017,sync,-1
36_2017,3_2017,1.0,2017,sync,-1
5_2017,9_2017,1.0,2017,sync,-1
40_2017,9_2017,1.0,2017,sync,-1
12_2017,34_2017,1.0,2017,sync,-1
12_2017,45_2017,1.0,2017,sync,-1
12_2017,40_2017,1.0,2017,sync,-1
14_2017,30_2017,1.0,2017,sync,-1
16_2017,34_2017,1.0,2017,sync,-1
16_2017,36_2017,1.0,2017,sync,-1
20_2017,9_2017,1.0,2017,sync,-1
24_2017,31_2017,1.0,2017,sync,-1
1_2017,28_2017,1.0,2017,sync,-1
30_2017,8_2017,1.0,2017,sync,-1
34_2017,40_2017,1.0,2017,sync,-1
0_2017,35_2017,1.0,2017,sync,-1
34_2017,36_2017,1.0,2017,sync,-1
30_2017,36_2017,1.0,2017,sync,-1
39_2017,40_2017,1.0,2017,sync,-1
42_2017,44_2017,1.0,2017,sync,-1
30_2017,42_2017,1.0,2017,sync,-1
42_2017,8_2017,1.0,2017,sync,-1
43_2017,8_2017,1.0,2017,sync,-1
16_2017,44_2017,1.0,2017,sync,-1
45_2017,8_2017,1.0,2017,sync,-1
40_2017,45_2017,1.0,2017,sync,-1
34_2017,45_2017,1.0,2017,sync,-1
45_2017,46_2017,1.0,2017,sync,-1
32_2020,8_2020,1.0,2020,sync,-1
1_2020,8_2020,1.0,2020,sync,-1
12_2020,27_2020,1.0,2020,sync,-1
16_2020,36_2020,1.0,2020,sync,-1
28_2020,32_2020,1.0,2020,sync,-1
28_2020,30_2020,1.0,2020,sync,-1
1_2020,28_2020,1.0,2020,sync,-1
30_2020,32_2020,1.0,2020,sync,-1
30_2020,42_2020,1.0,2020,sync,-1
30_2020,40_2020,1.0,2020,sync,-1
1_2020,30_2020,1.0,2020,sync,-1
32_2020,36_2020,1.0,2020,sync,-1
32_2020,40_2020,1.0,2020,sync,-1
1_2020,32_2020,1.0,2020,sync,-1
34_2020,36_2020,1.0,2020,sync,-1
16_2020,34_2020,1.0,2020,sync,-1
36_2020,37_2020,1.0,2020,sync,-1
1_2020,39_2020,1.0,2020,sync,-1
1_2020,40_2020,1.0,2020,sync,-1
1_2020,42_2020,1.0,2020,sync,-1
43_2020,8_2020,1.0,2020,sync,-1
23_1990,23_1993,1,1990,diac,0
23_1993,23_1996,1,1993,diac,0
23_1996,23_1999,1,1996,diac,0
23_1999,23_2002,1,1999,diac,0
23_2002,23_2005,1,2002,diac,0
23_2005,23_2008,1,2005,diac,0
23_2008,23_2011,1,2008,diac,0
23_2011,23_2014,1,2011,diac,0
23_2014,23_2017,1,2014,diac,0
23_2017,23_2020,1,2017,diac,0
22_1990,22_1993,1,1990,diac,1
22_1993,22_1996,1,1993,diac,1
22_1996,22_1999,1,1996,diac,1
22_1999,22_2002,1,1999,diac,1
22_2002,22_2005,1,2002,diac,1
22_2005,22_2008,1,2005,diac,1
22_2008,22_2011,1,2008,diac,1
2_1990,2_1993,1,1990,diac,2
2_1993,2_1996,1,1993,diac,2
2_1996,2_1999,1,1996,diac,2
2_1999,2_2002,1,1999,diac,2
14_1990,14_1993,1,1990,diac,3
14_1993,14_1996,1,1993,diac,3
14_1996,14_1999,1,1996,diac,3
14_1999,14_2002,1,1999,diac,3
14_2002,14_2005,1,2002,diac,3
14_2005,14_2008,1,2005,diac,3
14_2008,14_2011,1,2008,diac,3
14_2011,14_2014,1,2011,diac,3
14_2014,14_2017,1,2014,diac,3
14_2017,14_2020,1,2017,diac,3
48_1990,48_1993,1,1990,diac,4
48_1993,48_1996,1,1993,diac,4
48_1996,48_1999,1,1996,diac,4
48_1999,48_2002,1,1999,diac,4
48_2002,48_2005,1,2002,diac,4
48_2005,48_2008,1,2005,diac,4
48_2008,48_2011,1,2008,diac,4
44_1990,44_1993,1,1990,diac,5
44_1993,44_1996,1,1993,diac,5
44_1996,44_1999,1,1996,diac,5
44_1999,44_2002,1,1999,diac,5
44_2002,44_2005,1,2002,diac,5
44_2005,44_2008,1,2005,diac,5
44_2008,44_2011,1,2008,diac,5
44_2011,44_2014,1,2011,diac,5
44_2014,44_2017,1,2014,diac,5
44_2017,44_2020,1,2017,diac,5
6_1990,6_1993,1,1990,diac,6
6_1993,6_1996,1,1993,diac,6
6_1996,6_1999,1,1996,diac,6
6_1999,6_2002,1,1999,diac,6
6_2002,6_2005,1,2002,diac,6
6_2005,6_2008,1,2005,diac,6
6_2008,6_2011,1,2008,diac,6
6_2011,6_2014,1,2011,diac,6
6_2014,6_2017,1,2014,diac,6
25_1993,25_1996,1,1993,diac,7
25_1996,25_1999,1,1996,diac,7
25_1999,25_2002,1,1999,diac,7
25_2002,25_2005,1,2002,diac,7
25_2005,25_2008,1,2005,diac,7
25_2008,25_2011,1,2008,diac,7
25_2011,25_2014,1,2011,diac,7
25_2014,25_2017,1,2014,diac,7
25_2017,25_2020,1,2017,diac,7
8_1993,8_1996,1,1993,diac,8
8_1996,8_1999,1,1996,diac,8
8_1999,8_2002,1,1999,diac,8
8_2002,8_2005,1,2002,diac,8
8_2005,8_2008,1,2005,diac,8
8_2008,8_2011,1,2008,diac,8
8_2011,8_2014,1,2011,diac,8
8_2014,8_2017,1,2014,diac,8
8_2017,8_2020,1,2017,diac,8
18_1993,18_1996,1,1993,diac,9
18_2002,18_2005,1,2002,diac,9
18_2005,18_2008,1,2005,diac,9
18_2008,18_2011,1,2008,diac,9
18_2011,18_2014,1,2011,diac,9
18_2014,18_2017,1,2014,diac,9
18_2017,18_2020,1,2017,diac,9
38_1993,38_1996,1,1993,diac,10
38_1996,38_1999,1,1996,diac,10
38_1999,38_2002,1,1999,diac,10
38_2002,38_2005,1,2002,diac,10
38_2005,38_2008,1,2005,diac,10
38_2008,38_2011,1,2008,diac,10
20_2002,20_2005,1,2002,diac,11
20_2005,20_2008,1,2005,diac,11
20_2008,20_2011,1,2008,diac,11
20_2011,20_2014,1,2011,diac,11
20_2014,20_2017,1,2014,diac,11
20_2017,20_2020,1,2017,diac,11
11_1993,11_1996,1,1993,diac,12
11_1996,11_1999,1,1996,diac,12
11_1999,11_2002,1,1999,diac,12
11_2002,11_2005,1,2002,diac,12
11_2005,11_2008,1,2005,diac,12
11_2008,11_2011,1,2008,diac,12
11_2011,11_2014,1,2011,diac,12
17_1993,17_1996,1,1993,diac,13
17_1996,17_1999,1,1996,diac,13
17_1999,17_2002,1,1999,diac,13
17_2002,17_2005,1,2002,diac,13
17_2005,17_2008,1,2005,diac,13
17_2008,17_2011,1,2008,diac,13
17_2011,17_2014,1,2011,diac,13
17_2014,17_2017,1,2014,diac,13
17_2017,17_2020,1,2017,diac,13
13_1993,13_1996,1,1993,diac,14
13_2002,13_2005,1,2002,diac,14
13_2005,13_2008,1,2005,diac,14
13_2008,13_2011,1,2008,diac,14
13_2011,13_2014,1,2011,diac,14
13_2014,13_2017,1,2014,diac,14
13_2017,13_2020,1,2017,diac,14
33_1993,33_1996,1,1993,diac,15
33_1996,33_1999,1,1996,diac,15
33_1999,33_2002,1,1999,diac,15
33_2002,33_2005,1,2002,diac,15
33_2005,33_2008,1,2005,diac,15
33_2008,33_2011,1,2008,diac,15
33_2011,33_2014,1,2011,diac,15
33_2014,33_2017,1,2014,diac,15
33_2017,33_2020,1,2017,diac,15
26_1996,26_1999,1,1996,diac,16
26_1999,26_2002,1,1999,diac,16
26_2002,26_2005,1,2002,diac,16
26_2005,26_2008,1,2005,diac,16
26_2008,26_2011,1,2008,diac,16
26_2011,26_2014,1,2011,diac,16
26_2014,26_2017,1,2014,diac,16
26_2017,26_2020,1,2017,diac,16
28_1996,28_1999,1,1996,diac,17
28_1999,28_2002,1,1999,diac,17
28_2002,28_2005,1,2002,diac,17
28_2005,28_2008,1,2005,diac,17
28_2008,28_2011,1,2008,diac,17
28_2011,28_2014,1,2011,diac,17
28_2014,28_2017,1,2014,diac,17
28_2017,28_2020,1,2017,diac,17
47_1996,47_1999,1,1996,diac,18
47_1999,47_2002,1,1999,diac,18
47_2002,47_2005,1,2002,diac,18
47_2005,47_2008,1,2005,diac,18
47_2008,47_2011,1,2008,diac,18
47_2011,47_2014,1,2011,diac,18
0_1996,0_1999,1,1996,diac,19
0_1999,0_2002,1,1999,diac,19
0_2002,0_2005,1,2002,diac,19
0_2005,0_2008,1,2005,diac,19
0_2008,0_2011,1,2008,diac,19
0_2011,0_2014,1,2011,diac,19
0_2014,0_2017,1,2014,diac,19
4_1996,4_1999,1,1996,diac,20
4_1999,4_2002,1,1999,diac,20
4_2002,4_2005,1,2002,diac,20
4_2005,4_2008,1,2005,diac,20
4_2008,4_2011,1,2008,diac,20
4_2011,4_2014,1,2011,diac,20
4_2014,4_2017,1,2014,diac,20
4_2017,4_2020,1,2017,diac,20
21_1996,21_1999,1,1996,diac,21
21_1999,21_2002,1,1999,diac,21
21_2002,21_2005,1,2002,diac,21
21_2005,21_2008,1,2005,diac,21
21_2008,21_2011,1,2008,diac,21
19_1996,19_1999,1,1996,diac,22
19_1999,19_2002,1,1999,diac,22
19_2002,19_2005,1,2002,diac,22
19_2005,19_2008,1,2005,diac,22
19_2008,19_2011,1,2008,diac,22
19_2011,19_2014,1,2011,diac,22
35_1999,35_2002,1,1999,diac,23
35_2002,35_2005,1,2002,diac,23
35_2005,35_2008,1,2005,diac,23
35_2008,35_2011,1,2008,diac,23
35_2011,35_2014,1,2011,diac,23
35_2014,35_2017,1,2014,diac,23
35_2017,35_2020,1,2017,diac,23
24_1999,24_2002,1,1999,diac,24
24_2002,24_2005,1,2002,diac,24
24_2005,24_2008,1,2005,diac,24
24_2008,24_2011,1,2008,diac,24
24_2011,24_2014,1,2011,diac,24
24_2014,24_2017,1,2014,diac,24
24_2017,24_2020,1,2017,diac,24
40_1999,40_2002,1,1999,diac,25
40_2002,40_2005,1,2002,diac,25
40_2005,40_2008,1,2005,diac,25
40_2008,40_2011,1,2008,diac,25
40_2011,40_2014,1,2011,diac,25
40_2014,40_2017,1,2014,diac,25
40_2017,40_2020,1,2017,diac,25
3_1999,3_2002,1,1999,diac,26
3_2002,3_2005,1,2002,diac,26
3_2005,3_2008,1,2005,diac,26
3_2008,3_2011,1,2008,diac,26
3_2011,3_2014,1,2011,diac,26
3_2014,3_2017,1,2014,diac,26
3_2017,3_2020,1,2017,diac,26
37_1999,37_2002,1,1999,diac,27
37_2002,37_2005,1,2002,diac,27
37_2005,37_2008,1,2005,diac,27
37_2008,37_2011,1,2008,diac,27
37_2011,37_2014,1,2011,diac,27
37_2014,37_2017,1,2014,diac,27
37_2017,37_2020,1,2017,diac,27
16_1999,16_2002,1,1999,diac,28
16_2002,16_2005,1,2002,diac,28
16_2005,16_2008,1,2005,diac,28
16_2008,16_2011,1,2008,diac,28
16_2011,16_2014,1,2011,diac,28
16_2014,16_2017,1,2014,diac,28
16_2017,16_2020,1,2017,diac,28
29_1999,29_2002,1,1999,diac,29
29_2002,29_2005,1,2002,diac,29
29_2005,29_2008,1,2005,diac,29
29_2008,29_2011,1,2008,diac,29
29_2011,29_2014,1,2011,diac,29
29_2014,29_2017,1,2014,diac,29
15_2002,15_2005,1,2002,diac,30
15_2005,15_2008,1,2005,diac,30
15_2008,15_2011,1,2008,diac,30
15_2011,15_2014,1,2011,diac,30
15_2014,15_2017,1,2014,diac,30
27_2002,27_2005,1,2002,diac,31
27_2005,27_2008,1,2005,diac,31
27_2008,27_2011,1,2008,diac,31
27_2011,27_2014,1,2011,diac,31
46_2002,46_2005,1,2002,diac,32
46_2005,46_2008,1,2005,diac,32
46_2008,46_2011,1,2008,diac,32
46_2011,46_2014,1,2011,diac,32
46_2014,46_2017,1,2014,diac,32
46_2017,46_2020,1,2017,diac,32
43_2002,43_2005,1,2002,diac,33
43_2005,43_2008,1,2005,diac,33
43_2008,43_2011,1,2008,diac,33
43_2011,43_2014,1,2011,diac,33
43_2014,43_2017,1,2014,diac,33
43_2017,43_2020,1,2017,diac,33
30_2008,30_2011,1,2008,diac,34
30_2011,30_2014,1,2011,diac,34
30_2014,30_2017,1,2014,diac,34
30_2017,30_2020,1,2017,diac,34
45_2002,45_2005,1,2002,diac,35
45_2005,45_2008,1,2005,diac,35
45_2008,45_2011,1,2008,diac,35
45_2011,45_2014,1,2011,diac,35
45_2014,45_2017,1,2014,diac,35
45_2017,45_2020,1,2017,diac,35
34_2002,34_2005,1,2002,diac,36
34_2005,34_2008,1,2005,diac,36
34_2008,34_2011,1,2008,diac,36
34_2011,34_2014,1,2011,diac,36
34_2014,34_2017,1,2014,diac,36
34_2017,34_2020,1,2017,diac,36
42_2002,42_2005,1,2002,diac,37
42_2005,42_2008,1,2005,diac,37
42_2008,42_2011,1,2008,diac,37
42_2011,42_2014,1,2011,diac,37
42_2014,42_2017,1,2014,diac,37
42_2017,42_2020,1,2017,diac,37
41_2002,41_2005,1,2002,diac,38
41_2005,41_2008,1,2005,diac,38
41_2008,41_2011,1,2008,diac,38
41_2011,41_2014,1,2011,diac,38
41_2014,41_2017,1,2014,diac,38
41_2017,41_2020,1,2017,diac,38
31_2002,31_2005,1,2002,diac,39
31_2005,31_2008,1,2005,diac,39
31_2008,31_2011,1,2008,diac,39
31_2011,31_2014,1,2011,diac,39
31_2014,31_2017,1,2014,diac,39
10_2008,10_2011,1,2008,diac,40
10_2011,10_2014,1,2011,diac,40
10_2014,10_2017,1,2014,diac,40
10_2017,10_2020,1,2017,diac,40
49_2005,49_2008,1,2005,diac,41
49_2008,49_2011,1,2008,diac,41
49_2011,49_2014,1,2011,diac,41
49_2014,49_2017,1,2014,diac,41
5_2005,5_2008,1,2005,diac,42
5_2008,5_2011,1,2008,diac,42
5_2011,5_2014,1,2011,diac,42
5_2014,5_2017,1,2014,diac,42
5_2017,5_2020,1,2017,diac,42
7_2005,7_2008,1,2005,diac,43
7_2008,7_2011,1,2008,diac,43
7_2011,7_2014,1,2011,diac,43
7_2014,7_2017,1,2014,diac,43
7_2017,7_2020,1,2017,diac,43
39_2005,39_2008,1,2005,diac,44
39_2008,39_2011,1,2008,diac,44
39_2011,39_2014,1,2011,diac,44
39_2014,39_2017,1,2014,diac,44
39_2017,39_2020,1,2017,diac,44
1_2005,1_2008,1,2005,diac,45
1_2008,1_2011,1,2008,diac,45
1_2011,1_2014,1,2011,diac,45
1_2014,1_2017,1,2014,diac,45
1_2017,1_2020,1,2017,diac,45
12_2008,12_2011,1,2008,diac,46
12_2011,12_2014,1,2011,diac,46
12_2014,12_2017,1,2014,diac,46
12_2017,12_2020,1,2017,diac,46
9_2008,9_2011,1,2008,diac,47
9_2011,9_2014,1,2011,diac,47
9_2014,9_2017,1,2014,diac,47
9_2017,9_2020,1,2017,diac,47
32_2008,32_2011,1,2008,diac,48
32_2011,32_2014,1,2011,diac,48
32_2014,32_2017,1,2014,diac,48
32_2017,32_2020,1,2017,diac,48
36_2014,36_2017,1,2014,diac,49
36_2017,36_2020,1,2017,diac,49
